_id,Date,PracticeCode,HB,HSCP,Sex,SexQF,AllAges,AllAgesQF,Ages0to4,Ages0To4QF,Ages5to14,Ages5To14QF,Ages15to24,Ages15To24QF,Ages25to44,Ages25To44QF,Ages45to64,Ages45To64QF,Ages65to74,Ages65To74QF,Ages75to84,Ages75To84QF,Ages85plus,Ages85PlusQF
1017,20230701,40563,S08000031,S37000034,All,d,2136,"",80,"",201,"",292,"",872,"",534,"",104,"",42,"",11,""
1018,20230701,40578,S08000031,S37000034,Male,"",2095,"",95,"",193,"",230,"",698,"",557,"",217,"",82,"",23,""
1019,20230701,40578,S08000031,S37000034,Female,"",2088,"",70,"",188,"",245,"",658,"",519,"",246,"",115,"",47,""
1020,20230701,40578,S08000031,S37000034,All,d,4183,"",165,"",381,"",475,"",1356,"",1076,"",463,"",197,"",70,""
1021,20230701,40582,S08000031,S37000029,Male,"",2970,"",130,"",333,"",333,"",846,"",820,"",293,"",168,"",47,""
1022,20230701,40582,S08000031,S37000029,Female,"",3095,"",99,"",333,"",353,"",836,"",862,"",333,"",206,"",73,""
1023,20230701,40582,S08000031,S37000029,All,d,6065,"",229,"",666,"",686,"",1682,"",1682,"",626,"",374,"",120,""
1024,20230701,40629,S08000031,S37000034,Male,"",2686,"",87,"",209,"",249,"",1047,"",737,"",212,"",115,"",30,""
1025,20230701,40629,S08000031,S37000034,Female,"",2783,"",93,"",197,"",280,"",1018,"",717,"",247,"",150,"",81,""
1026,20230701,40629,S08000031,S37000034,All,d,5469,"",180,"",406,"",529,"",2065,"",1454,"",459,"",265,"",111,""
1027,20230701,40667,S08000031,S37000034,Male,"",,c,,c,,c,,c,,c,,c,,c,,c,,c
1028,20230701,40667,S08000031,S37000034,Female,"",,c,,c,,c,,c,,c,,c,,c,,c,,c
1029,20230701,40667,S08000031,S37000034,All,d,54,"",,c,,c,,c,,c,,c,,c,,c,,c
1030,20230701,40691,S08000031,S37000029,Male,"",3571,"",164,"",378,"",384,"",1007,"",1041,"",345,"",200,"",52,""
1031,20230701,40691,S08000031,S37000029,Female,"",3467,"",138,"",325,"",412,"",953,"",915,"",379,"",251,"",94,""
1032,20230701,40691,S08000031,S37000029,All,d,7038,"",302,"",703,"",796,"",1960,"",1956,"",724,"",451,"",146,""
1033,20230701,40703,S08000031,S37000029,Male,"",1734,"",64,"",148,"",158,"",490,"",584,"",182,"",85,"",23,""
1034,20230701,40703,S08000031,S37000029,Female,"",1426,"",45,"",129,"",158,"",386,"",404,"",145,"",101,"",58,""
1035,20230701,40703,S08000031,S37000029,All,d,3160,"",109,"",277,"",316,"",876,"",988,"",327,"",186,"",81,""
1036,20230701,40718,S08000031,S37000034,Male,"",4260,"",162,"",309,"",513,"",2175,"",805,"",211,"",71,"",14,""
1037,20230701,40718,S08000031,S37000034,Female,"",4027,"",137,"",312,"",675,"",2058,"",590,"",139,"",77,"",39,""
1038,20230701,40718,S08000031,S37000034,All,d,8287,"",299,"",621,"",1188,"",4233,"",1395,"",350,"",148,"",53,""
1039,20230701,40722,S08000031,S37000034,Male,"",2149,"",124,"",290,"",277,"",658,"",558,"",165,"",67,"",10,""
1040,20230701,40722,S08000031,S37000034,Female,"",2115,"",101,"",268,"",301,"",577,"",577,"",180,"",85,"",26,""
1041,20230701,40722,S08000031,S37000034,All,d,4264,"",225,"",558,"",578,"",1235,"",1135,"",345,"",152,"",36,""
1042,20230701,40737,S08000031,S37000034,Male,"",3438,"",176,"",463,"",431,"",1102,"",862,"",260,"",102,"",42,""
1043,20230701,40737,S08000031,S37000034,Female,"",3220,"",191,"",435,"",338,"",994,"",770,"",254,"",146,"",92,""
1044,20230701,40737,S08000031,S37000034,All,d,6658,"",367,"",898,"",769,"",2096,"",1632,"",514,"",248,"",134,""
1045,20230701,40741,S08000031,S37000009,Male,"",4515,"",169,"",567,"",465,"",1018,"",1234,"",561,"",375,"",126,""
1046,20230701,40741,S08000031,S37000009,Female,"",4809,"",195,"",534,"",437,"",1019,"",1297,"",612,"",498,"",217,""
1047,20230701,40741,S08000031,S37000009,All,d,9324,"",364,"",1101,"",902,"",2037,"",2531,"",1173,"",873,"",343,""
1048,20230701,43011,S08000031,S37000034,Male,"",2973,"",120,"",309,"",307,"",980,"",825,"",274,"",128,"",30,""
1049,20230701,43011,S08000031,S37000034,Female,"",2869,"",130,"",280,"",327,"",882,"",747,"",283,"",157,"",63,""
1050,20230701,43011,S08000031,S37000034,All,d,5842,"",250,"",589,"",634,"",1862,"",1572,"",557,"",285,"",93,""
1051,20230701,43030,S08000031,S37000009,Male,"",5201,"",272,"",697,"",536,"",1329,"",1392,"",512,"",347,"",116,""
1052,20230701,43030,S08000031,S37000009,Female,"",5513,"",217,"",636,"",532,"",1385,"",1437,"",585,"",468,"",253,""
1053,20230701,43030,S08000031,S37000009,All,d,10714,"",489,"",1333,"",1068,"",2714,"",2829,"",1097,"",815,"",369,""
1054,20230701,43044,S08000031,S37000009,Male,"",3261,"",161,"",376,"",363,"",846,"",941,"",290,"",226,"",58,""
1055,20230701,43044,S08000031,S37000009,Female,"",3431,"",145,"",358,"",332,"",901,"",972,"",339,"",294,"",90,""
1056,20230701,43044,S08000031,S37000009,All,d,6692,"",306,"",734,"",695,"",1747,"",1913,"",629,"",520,"",148,""
1057,20230701,43059,S08000031,S37000009,Male,"",4537,"",207,"",603,"",491,"",1182,"",1206,"",456,"",281,"",111,""
1058,20230701,43059,S08000031,S37000009,Female,"",4850,"",200,"",504,"",430,"",1214,"",1379,"",557,"",388,"",178,""
1059,20230701,43059,S08000031,S37000009,All,d,9387,"",407,"",1107,"",921,"",2396,"",2585,"",1013,"",669,"",289,""
1060,20230701,43063,S08000031,S37000034,Male,"",1427,"",52,"",126,"",171,"",475,"",411,"",121,"",58,"",13,""
1061,20230701,43063,S08000031,S37000034,Female,"",1384,"",64,"",138,"",146,"",389,"",412,"",129,"",70,"",36,""
1062,20230701,43063,S08000031,S37000034,All,d,2811,"",116,"",264,"",317,"",864,"",823,"",250,"",128,"",49,""
1063,20230701,43082,S08000031,S37000034,Male,"",1306,"",42,"",115,"",97,"",492,"",380,"",108,"",61,"",11,""
1064,20230701,43082,S08000031,S37000034,Female,"",1071,"",18,"",96,"",107,"",362,"",287,"",106,"",71,"",24,""
1065,20230701,43082,S08000031,S37000034,All,d,2377,"",60,"",211,"",204,"",854,"",667,"",214,"",132,"",35,""
1066,20230701,43097,S08000031,S37000034,Male,"",1493,"",61,"",145,"",177,"",514,"",398,"",113,"",62,"",23,""
