_id,Date,PracticeCode,HB,HSCP,Sex,SexQF,AllAges,AllAgesQF,Ages0to4,Ages0To4QF,Ages5to14,Ages5To14QF,Ages15to24,Ages15To24QF,Ages25to44,Ages25To44QF,Ages45to64,Ages45To64QF,Ages65to74,Ages65To74QF,Ages75to84,Ages75To84QF,Ages85plus,Ages85PlusQF
134,20230701,13496,S08000030,S37000033,Female,"",2303,"",119,"",280,"",191,"",571,"",630,"",280,"",165,"",67,""
135,20230701,13496,S08000030,S37000033,All,d,4535,"",244,"",561,"",412,"",1086,"",1216,"",573,"",336,"",107,""
136,20230701,13532,S08000030,S37000003,Male,"",4366,"",170,"",494,"",472,"",993,"",1239,"",532,"",380,"",86,""
137,20230701,13532,S08000030,S37000003,Female,"",4517,"",174,"",438,"",422,"",991,"",1334,"",538,"",475,"",145,""
138,20230701,13532,S08000030,S37000003,All,d,8883,"",344,"",932,"",894,"",1984,"",2573,"",1070,"",855,"",231,""
139,20230701,13571,S08000030,S37000003,Male,"",5388,"",251,"",661,"",550,"",1202,"",1417,"",620,"",522,"",165,""
140,20230701,13571,S08000030,S37000003,Female,"",5891,"",228,"",644,"",547,"",1308,"",1511,"",739,"",613,"",301,""
141,20230701,13571,S08000030,S37000003,All,d,11279,"",479,"",1305,"",1097,"",2510,"",2928,"",1359,"",1135,"",466,""
142,20230701,13621,S08000030,S37000003,Male,"",3442,"",150,"",405,"",365,"",834,"",957,"",423,"",228,"",80,""
143,20230701,13621,S08000030,S37000003,Female,"",3548,"",147,"",353,"",351,"",828,"",1011,"",437,"",299,"",122,""
144,20230701,13621,S08000030,S37000003,All,d,6990,"",297,"",758,"",716,"",1662,"",1968,"",860,"",527,"",202,""
145,20230701,13660,S08000030,S37000003,Male,"",2422,"",97,"",276,"",272,"",588,"",727,"",268,"",143,"",51,""
146,20230701,13660,S08000030,S37000003,Female,"",2399,"",96,"",271,"",245,"",560,"",706,"",289,"",179,"",53,""
147,20230701,13660,S08000030,S37000003,All,d,4821,"",193,"",547,"",517,"",1148,"",1433,"",557,"",322,"",104,""
148,20230701,13706,S08000030,S37000003,Male,"",3001,"",112,"",341,"",318,"",723,"",848,"",343,"",258,"",58,""
149,20230701,13706,S08000030,S37000003,Female,"",2952,"",99,"",306,"",283,"",684,"",840,"",381,"",267,"",92,""
150,20230701,13706,S08000030,S37000003,All,d,5953,"",211,"",647,"",601,"",1407,"",1688,"",724,"",525,"",150,""
151,20230701,13848,S08000030,S37000033,Male,"",3267,"",134,"",342,"",356,"",850,"",934,"",368,"",225,"",58,""
152,20230701,13848,S08000030,S37000033,Female,"",3286,"",107,"",312,"",312,"",845,"",951,"",379,"",264,"",116,""
153,20230701,13848,S08000030,S37000033,All,d,6553,"",241,"",654,"",668,"",1695,"",1885,"",747,"",489,"",174,""
154,20230701,13891,S08000030,S37000033,Male,"",4624,"",220,"",493,"",513,"",1321,"",1183,"",466,"",332,"",96,""
155,20230701,13891,S08000030,S37000033,Female,"",4908,"",193,"",471,"",546,"",1255,"",1310,"",585,"",388,"",160,""
156,20230701,13891,S08000030,S37000033,All,d,9532,"",413,"",964,"",1059,"",2576,"",2493,"",1051,"",720,"",256,""
157,20230701,13941,S08000030,S37000033,Male,"",5379,"",239,"",639,"",611,"",1425,"",1451,"",571,"",340,"",103,""
158,20230701,13941,S08000030,S37000033,Female,"",5563,"",218,"",590,"",555,"",1425,"",1522,"",615,"",434,"",204,""
159,20230701,13941,S08000030,S37000033,All,d,10942,"",457,"",1229,"",1166,"",2850,"",2973,"",1186,"",774,"",307,""
160,20230701,13975,S08000030,S37000033,Male,"",1844,"",76,"",232,"",199,"",601,"",468,"",151,"",91,"",26,""
161,20230701,13975,S08000030,S37000033,Female,"",1774,"",75,"",210,"",199,"",520,"",444,"",173,"",107,"",46,""
162,20230701,13975,S08000030,S37000033,All,d,3618,"",151,"",442,"",398,"",1121,"",912,"",324,"",198,"",72,""
163,20230701,14037,S08000030,S37000033,Male,"",7784,"",324,"",803,"",1019,"",1837,"",2030,"",935,"",624,"",212,""
164,20230701,14037,S08000030,S37000033,Female,"",8317,"",282,"",829,"",991,"",1808,"",2230,"",1070,"",746,"",361,""
165,20230701,14037,S08000030,S37000033,All,d,16101,"",606,"",1632,"",2010,"",3645,"",4260,"",2005,"",1370,"",573,""
166,20230701,14249,S08000030,S37000033,Male,"",3659,"",166,"",409,"",392,"",1077,"",984,"",396,"",188,"",47,""
167,20230701,14249,S08000030,S37000033,Female,"",3569,"",163,"",406,"",357,"",1072,"",893,"",366,"",230,"",82,""
168,20230701,14249,S08000030,S37000033,All,d,7228,"",329,"",815,"",749,"",2149,"",1877,"",762,"",418,"",129,""
169,20230701,14291,S08000030,S37000033,Male,"",4832,"",164,"",502,"",509,"",1476,"",1303,"",505,"",285,"",88,""
170,20230701,14291,S08000030,S37000033,Female,"",4703,"",202,"",464,"",439,"",1269,"",1270,"",508,"",384,"",167,""
171,20230701,14291,S08000030,S37000033,All,d,9535,"",366,"",966,"",948,"",2745,"",2573,"",1013,"",669,"",255,""
172,20230701,14342,S08000030,S37000033,Male,"",3334,"",151,"",379,"",369,"",1003,"",867,"",301,"",205,"",59,""
173,20230701,14342,S08000030,S37000033,Female,"",3330,"",151,"",371,"",313,"",923,"",844,"",362,"",270,"",96,""
174,20230701,14342,S08000030,S37000033,All,d,6664,"",302,"",750,"",682,"",1926,"",1711,"",663,"",475,"",155,""
175,20230701,14501,S08000030,S37000033,Male,"",2463,"",86,"",207,"",175,"",579,"",732,"",360,"",227,"",97,""
176,20230701,14501,S08000030,S37000033,Female,"",2487,"",61,"",167,"",177,"",542,"",740,"",397,"",263,"",140,""
177,20230701,14501,S08000030,S37000033,All,d,4950,"",147,"",374,"",352,"",1121,"",1472,"",757,"",490,"",237,""
178,20230701,14569,S08000030,S37000033,Male,"",2159,"",110,"",235,"",229,"",510,"",614,"",258,"",158,"",45,""
179,20230701,14569,S08000030,S37000033,Female,"",2132,"",85,"",190,"",203,"",492,"",674,"",243,"",177,"",68,""
180,20230701,14569,S08000030,S37000033,All,d,4291,"",195,"",425,"",432,"",1002,"",1288,"",501,"",335,"",113,""
181,20230701,16013,S08000016,S37000025,Male,"",1874,"",71,"",186,"",182,"",473,"",568,"",238,"",123,"",33,""
182,20230701,16013,S08000016,S37000025,Female,"",1747,"",58,"",156,"",167,"",435,"",527,"",207,"",144,"",53,""
183,20230701,16013,S08000016,S37000025,All,d,3621,"",129,"",342,"",349,"",908,"",1095,"",445,"",267,"",86,""
184,20230701,16032,S08000016,S37000025,Male,"",3411,"",139,"",330,"",335,"",749,"",985,"",472,"",323,"",78,""
185,20230701,16032,S08000016,S37000025,Female,"",3518,"",135,"",352,"",289,"",707,"",1063,"",498,"",341,"",133,""
186,20230701,16032,S08000016,S37000025,All,d,6929,"",274,"",682,"",624,"",1456,"",2048,"",970,"",664,"",211,""
187,20230701,16047,S08000016,S37000025,Male,"",839,"",27,"",63,"",77,"",126,"",284,"",134,"",101,"",27,""
188,20230701,16047,S08000016,S37000025,Female,"",789,"",17,"",58,"",64,"",118,"",259,"",135,"",103,"",35,""
189,20230701,16047,S08000016,S37000025,All,d,1628,"",44,"",121,"",141,"",244,"",543,"",269,"",204,"",62,""
190,20230701,16051,S08000016,S37000025,Male,"",3463,"",148,"",375,"",373,"",674,"",1009,"",465,"",318,"",101,""
191,20230701,16051,S08000016,S37000025,Female,"",3543,"",111,"",341,"",297,"",710,"",1075,"",509,"",369,"",131,""
192,20230701,16051,S08000016,S37000025,All,d,7006,"",259,"",716,"",670,"",1384,"",2084,"",974,"",687,"",232,""
193,20230701,16066,S08000016,S37000025,Male,"",3204,"",118,"",323,"",326,"",668,"",934,"",487,"",276,"",72,""
194,20230701,16066,S08000016,S37000025,Female,"",3228,"",130,"",360,"",281,"",667,"",935,"",471,"",300,"",84,""
195,20230701,16066,S08000016,S37000025,All,d,6432,"",248,"",683,"",607,"",1335,"",1869,"",958,"",576,"",156,""
196,20230701,16085,S08000016,S37000025,Male,"",3611,"",129,"",323,"",376,"",791,"",1022,"",498,"",376,"",96,""
197,20230701,16085,S08000016,S37000025,Female,"",3706,"",103,"",329,"",310,"",743,"",1091,"",572,"",403,"",155,""
198,20230701,16085,S08000016,S37000025,All,d,7317,"",232,"",652,"",686,"",1534,"",2113,"",1070,"",779,"",251,""
199,20230701,16121,S08000016,S37000025,Male,"",2372,"",84,"",256,"",261,"",492,"",729,"",299,"",200,"",51,""
200,20230701,16121,S08000016,S37000025,Female,"",2375,"",91,"",224,"",216,"",485,"",736,"",319,"",215,"",89,""
201,20230701,16121,S08000016,S37000025,All,d,4747,"",175,"",480,"",477,"",977,"",1465,"",618,"",415,"",140,""
202,20230701,16136,S08000016,S37000025,Male,"",5786,"",212,"",552,"",521,"",1139,"",1609,"",901,"",653,"",199,""
203,20230701,16136,S08000016,S37000025,Female,"",6145,"",144,"",499,"",560,"",1160,"",1819,"",941,"",720,"",302,""
204,20230701,16136,S08000016,S37000025,All,d,11931,"",356,"",1051,"",1081,"",2299,"",3428,"",1842,"",1373,"",501,""
205,20230701,16141,S08000016,S37000025,Male,"",2989,"",117,"",294,"",281,"",692,"",867,"",385,"",258,"",95,""
206,20230701,16141,S08000016,S37000025,Female,"",3053,"",101,"",286,"",263,"",619,"",916,"",403,"",340,"",125,""
207,20230701,16141,S08000016,S37000025,All,d,6042,"",218,"",580,"",544,"",1311,"",1783,"",788,"",598,"",220,""
208,20230701,16160,S08000016,S37000025,Male,"",2968,"",89,"",352,"",371,"",611,"",891,"",350,"",233,"",71,""
209,20230701,16160,S08000016,S37000025,Female,"",3067,"",97,"",335,"",293,"",651,"",915,"",378,"",280,"",118,""
210,20230701,16160,S08000016,S37000025,All,d,6035,"",186,"",687,"",664,"",1262,"",1806,"",728,"",513,"",189,""
211,20230701,16174,S08000016,S37000025,Male,"",1905,"",82,"",212,"",200,"",411,"",599,"",219,"",145,"",37,""
212,20230701,16174,S08000016,S37000025,Female,"",2024,"",71,"",239,"",205,"",438,"",621,"",239,"",151,"",60,""
213,20230701,16174,S08000016,S37000025,All,d,3929,"",153,"",451,"",405,"",849,"",1220,"",458,"",296,"",97,""
214,20230701,16206,S08000016,S37000025,Male,"",1892,"",57,"",131,"",159,"",343,"",558,"",337,"",235,"",72,""
215,20230701,16206,S08000016,S37000025,Female,"",2018,"",61,"",122,"",140,"",329,"",613,"",360,"",282,"",111,""
216,20230701,16206,S08000016,S37000025,All,d,3910,"",118,"",253,"",299,"",672,"",1171,"",697,"",517,"",183,""
217,20230701,16211,S08000016,S37000025,Male,"",2990,"",122,"",315,"",294,"",686,"",879,"",375,"",245,"",74,""
218,20230701,16211,S08000016,S37000025,Female,"",3034,"",119,"",300,"",251,"",632,"",892,"",421,"",290,"",129,""
219,20230701,16211,S08000016,S37000025,All,d,6024,"",241,"",615,"",545,"",1318,"",1771,"",796,"",535,"",203,""
220,20230701,16230,S08000016,S37000025,Male,"",2422,"",121,"",277,"",253,"",626,"",653,"",288,"",162,"",42,""
221,20230701,16230,S08000016,S37000025,Female,"",2535,"",98,"",270,"",254,"",670,"",657,"",309,"",205,"",72,""
222,20230701,16230,S08000016,S37000025,All,d,4957,"",219,"",547,"",507,"",1296,"",1310,"",597,"",367,"",114,""
223,20230701,16259,S08000016,S37000025,Male,"",2451,"",103,"",230,"",258,"",676,"",681,"",298,"",154,"",51,""
224,20230701,16259,S08000016,S37000025,Female,"",2666,"",108,"",257,"",308,"",710,"",692,"",311,"",193,"",87,""
225,20230701,16259,S08000016,S37000025,All,d,5117,"",211,"",487,"",566,"",1386,"",1373,"",609,"",347,"",138,""
226,20230701,16282,S08000016,S37000025,Male,"",1597,"",60,"",160,"",151,"",353,"",499,"",200,"",136,"",38,""
227,20230701,16282,S08000016,S37000025,Female,"",1521,"",50,"",130,"",140,"",308,"",489,"",210,"",149,"",45,""
228,20230701,16282,S08000016,S37000025,All,d,3118,"",110,"",290,"",291,"",661,"",988,"",410,"",285,"",83,""
229,20230701,16297,S08000016,S37000025,Male,"",2547,"",99,"",292,"",282,"",729,"",696,"",273,"",136,"",40,""
230,20230701,16297,S08000016,S37000025,Female,"",2516,"",100,"",264,"",310,"",651,"",667,"",282,"",179,"",63,""
231,20230701,16297,S08000016,S37000025,All,d,5063,"",199,"",556,"",592,"",1380,"",1363,"",555,"",315,"",103,""
232,20230701,16475,S08000016,S37000025,Male,"",707,"",41,"",71,"",69,"",157,"",201,"",97,"",57,"",14,""
233,20230701,16475,S08000016,S37000025,Female,"",732,"",29,"",63,"",84,"",157,"",225,"",93,"",60,"",21,""
234,20230701,16475,S08000016,S37000025,All,d,1439,"",70,"",134,"",153,"",314,"",426,"",190,"",117,"",35,""
235,20230701,16507,S08000016,S37000025,Male,"",3228,"",116,"",366,"",314,"",718,"",883,"",483,"",287,"",61,""
236,20230701,16507,S08000016,S37000025,Female,"",3404,"",116,"",368,"",341,"",727,"",915,"",497,"",327,"",113,""
237,20230701,16507,S08000016,S37000025,All,d,6632,"",232,"",734,"",655,"",1445,"",1798,"",980,"",614,"",174,""
238,20230701,16545,S08000016,S37000025,Male,"",5686,"",241,"",551,"",536,"",1310,"",1646,"",761,"",500,"",141,""
239,20230701,16545,S08000016,S37000025,Female,"",5712,"",206,"",580,"",542,"",1275,"",1607,"",737,"",535,"",230,""
240,20230701,16545,S08000016,S37000025,All,d,11398,"",447,"",1131,"",1078,"",2585,"",3253,"",1498,"",1035,"",371,""
241,20230701,16550,S08000016,S37000025,Male,"",2381,"",94,"",320,"",265,"",462,"",750,"",295,"",163,"",32,""
242,20230701,16550,S08000016,S37000025,Female,"",2374,"",77,"",274,"",245,"",490,"",771,"",304,"",162,"",51,""
243,20230701,16550,S08000016,S37000025,All,d,4755,"",171,"",594,"",510,"",952,"",1521,"",599,"",325,"",83,""
244,20230701,16564,S08000016,S37000025,Male,"",1627,"",52,"",157,"",193,"",326,"",508,"",205,"",134,"",52,""
245,20230701,16564,S08000016,S37000025,Female,"",1645,"",57,"",148,"",165,"",307,"",506,"",220,"",165,"",77,""
246,20230701,16564,S08000016,S37000025,All,d,3272,"",109,"",305,"",358,"",633,"",1014,"",425,"",299,"",129,""
247,20230701,18057,S08000017,S37000006,Male,"",1596,"",72,"",166,"",166,"",377,"",467,"",189,"",117,"",42,""
248,20230701,18057,S08000017,S37000006,Female,"",1574,"",47,"",177,"",154,"",363,"",441,"",191,"",148,"",53,""
249,20230701,18057,S08000017,S37000006,All,d,3170,"",119,"",343,"",320,"",740,"",908,"",380,"",265,"",95,""
250,20230701,18095,S08000017,S37000006,Male,"",2213,"",93,"",278,"",255,"",476,"",601,"",285,"",181,"",44,""
251,20230701,18095,S08000017,S37000006,Female,"",2252,"",97,"",221,"",223,"",506,"",606,"",296,"",221,"",82,""
252,20230701,18095,S08000017,S37000006,All,d,4465,"",190,"",499,"",478,"",982,"",1207,"",581,"",402,"",126,""
253,20230701,18112,S08000017,S37000006,Male,"",373,"",7,"",24,"",28,"",60,"",114,"",85,"",47,"",8,""
254,20230701,18112,S08000017,S37000006,Female,"",362,"",10,"",28,"",25,"",54,"",129,"",63,"",36,"",17,""
255,20230701,18112,S08000017,S37000006,All,d,735,"",17,"",52,"",53,"",114,"",243,"",148,"",83,"",25,""
256,20230701,18151,S08000017,S37000006,Male,"",1945,"",68,"",206,"",181,"",367,"",582,"",292,"",190,"",59,""
257,20230701,18151,S08000017,S37000006,Female,"",2073,"",68,"",187,"",181,"",410,"",619,"",293,"",224,"",91,""
258,20230701,18151,S08000017,S37000006,All,d,4018,"",136,"",393,"",362,"",777,"",1201,"",585,"",414,"",150,""
259,20230701,18184,S08000017,S37000006,Male,"",3270,"",128,"",361,"",324,"",730,"",883,"",454,"",286,"",104,""
260,20230701,18184,S08000017,S37000006,Female,"",3427,"",127,"",337,"",286,"",747,"",980,"",490,"",328,"",132,""
261,20230701,18184,S08000017,S37000006,All,d,6697,"",255,"",698,"",610,"",1477,"",1863,"",944,"",614,"",236,""
262,20230701,18199,S08000017,S37000006,Male,"",3141,"",93,"",277,"",300,"",585,"",896,"",535,"",358,"",97,""
263,20230701,18199,S08000017,S37000006,Female,"",3313,"",89,"",285,"",244,"",596,"",931,"",579,"",405,"",184,""
264,20230701,18199,S08000017,S37000006,All,d,6454,"",182,"",562,"",544,"",1181,"",1827,"",1114,"",763,"",281,""
265,20230701,18216,S08000017,S37000006,Male,"",1869,"",74,"",191,"",168,"",407,"",522,"",251,"",200,"",56,""
266,20230701,18216,S08000017,S37000006,Female,"",2070,"",54,"",198,"",187,"",389,"",590,"",311,"",246,"",95,""
267,20230701,18216,S08000017,S37000006,All,d,3939,"",128,"",389,"",355,"",796,"",1112,"",562,"",446,"",151,""
268,20230701,18235,S08000017,S37000006,Male,"",943,"",28,"",86,"",85,"",158,"",315,"",148,"",95,"",28,""
269,20230701,18235,S08000017,S37000006,Female,"",904,"",21,"",62,"",63,"",144,"",328,"",156,"",93,"",37,""
270,20230701,18235,S08000017,S37000006,All,d,1847,"",49,"",148,"",148,"",302,"",643,"",304,"",188,"",65,""
271,20230701,18240,S08000017,S37000006,Male,"",2460,"",74,"",186,"",233,"",482,"",685,"",468,"",263,"",69,""
272,20230701,18240,S08000017,S37000006,Female,"",2470,"",71,"",186,"",213,"",411,"",721,"",425,"",319,"",124,""
273,20230701,18240,S08000017,S37000006,All,d,4930,"",145,"",372,"",446,"",893,"",1406,"",893,"",582,"",193,""
274,20230701,18254,S08000017,S37000006,Male,"",1380,"",52,"",107,"",128,"",322,"",412,"",213,"",115,"",31,""
275,20230701,18254,S08000017,S37000006,Female,"",1438,"",42,"",126,"",132,"",303,"",434,"",214,"",135,"",52,""
276,20230701,18254,S08000017,S37000006,All,d,2818,"",94,"",233,"",260,"",625,"",846,"",427,"",250,"",83,""
277,20230701,18273,S08000017,S37000006,Male,"",3296,"",107,"",368,"",362,"",823,"",980,"",373,"",215,"",68,""
278,20230701,18273,S08000017,S37000006,Female,"",3478,"",109,"",361,"",344,"",766,"",1032,"",427,"",314,"",125,""
279,20230701,18273,S08000017,S37000006,All,d,6774,"",216,"",729,"",706,"",1589,"",2012,"",800,"",529,"",193,""
280,20230701,18288,S08000017,S37000006,Male,"",1915,"",94,"",204,"",235,"",462,"",604,"",192,"",94,"",30,""
281,20230701,18288,S08000017,S37000006,Female,"",1860,"",79,"",197,"",209,"",455,"",574,"",190,"",109,"",47,""
282,20230701,18288,S08000017,S37000006,All,d,3775,"",173,"",401,"",444,"",917,"",1178,"",382,"",203,"",77,""
283,20230701,18305,S08000017,S37000006,Male,"",4696,"",219,"",484,"",498,"",1198,"",1296,"",523,"",352,"",126,""
284,20230701,18305,S08000017,S37000006,Female,"",4805,"",205,"",427,"",458,"",1155,"",1371,"",552,"",452,"",185,""
285,20230701,18305,S08000017,S37000006,All,d,9501,"",424,"",911,"",956,"",2353,"",2667,"",1075,"",804,"",311,""
286,20230701,18310,S08000017,S37000006,Male,"",6638,"",324,"",706,"",693,"",1785,"",1768,"",749,"",466,"",147,""
287,20230701,18310,S08000017,S37000006,Female,"",7043,"",307,"",781,"",651,"",1827,"",1860,"",820,"",578,"",219,""
288,20230701,18310,S08000017,S37000006,All,d,13681,"",631,"",1487,"",1344,"",3612,"",3628,"",1569,"",1044,"",366,""
289,20230701,18339,S08000017,S37000006,Male,"",1860,"",67,"",184,"",198,"",324,"",591,"",283,"",166,"",47,""
290,20230701,18339,S08000017,S37000006,Female,"",1989,"",78,"",183,"",163,"",408,"",578,"",289,"",211,"",79,""
291,20230701,18339,S08000017,S37000006,All,d,3849,"",145,"",367,"",361,"",732,"",1169,"",572,"",377,"",126,""
292,20230701,18343,S08000017,S37000006,Male,"",1950,"",60,"",185,"",162,"",419,"",577,"",303,"",201,"",43,""
293,20230701,18343,S08000017,S37000006,Female,"",1963,"",49,"",174,"",148,"",360,"",631,"",308,"",217,"",76,""
294,20230701,18343,S08000017,S37000006,All,d,3913,"",109,"",359,"",310,"",779,"",1208,"",611,"",418,"",119,""
295,20230701,18377,S08000017,S37000006,Male,"",2930,"",106,"",285,"",290,"",556,"",836,"",439,"",321,"",97,""
296,20230701,18377,S08000017,S37000006,Female,"",3036,"",103,"",240,"",254,"",583,"",894,"",485,"",347,"",130,""
297,20230701,18377,S08000017,S37000006,All,d,5966,"",209,"",525,"",544,"",1139,"",1730,"",924,"",668,"",227,""
298,20230701,18396,S08000017,S37000006,Male,"",2589,"",80,"",228,"",242,"",493,"",795,"",403,"",263,"",85,""
299,20230701,18396,S08000017,S37000006,Female,"",2561,"",75,"",206,"",222,"",436,"",824,"",424,"",271,"",103,""
300,20230701,18396,S08000017,S37000006,All,d,5150,"",155,"",434,"",464,"",929,"",1619,"",827,"",534,"",188,""
301,20230701,18409,S08000017,S37000006,Male,"",3313,"",136,"",346,"",304,"",776,"",959,"",449,"",270,"",73,""
302,20230701,18409,S08000017,S37000006,Female,"",3333,"",133,"",334,"",303,"",741,"",950,"",438,"",314,"",120,""
303,20230701,18409,S08000017,S37000006,All,d,6646,"",269,"",680,"",607,"",1517,"",1909,"",887,"",584,"",193,""
304,20230701,18413,S08000017,S37000006,Male,"",3721,"",155,"",399,"",383,"",873,"",1064,"",457,"",306,"",84,""
305,20230701,18413,S08000017,S37000006,Female,"",3730,"",125,"",379,"",382,"",832,"",1069,"",486,"",338,"",119,""
306,20230701,18413,S08000017,S37000006,All,d,7451,"",280,"",778,"",765,"",1705,"",2133,"",943,"",644,"",203,""
307,20230701,18428,S08000017,S37000006,Male,"",2462,"",111,"",305,"",232,"",543,"",711,"",289,"",203,"",68,""
308,20230701,18428,S08000017,S37000006,Female,"",2467,"",98,"",239,"",226,"",573,"",677,"",307,"",246,"",101,""
309,20230701,18428,S08000017,S37000006,All,d,4929,"",209,"",544,"",458,"",1116,"",1388,"",596,"",449,"",169,""
310,20230701,18432,S08000017,S37000006,Male,"",1081,"",40,"",90,"",92,"",211,"",338,"",163,"",118,"",29,""
311,20230701,18432,S08000017,S37000006,Female,"",1079,"",37,"",80,"",94,"",201,"",351,"",150,"",117,"",49,""
312,20230701,18432,S08000017,S37000006,All,d,2160,"",77,"",170,"",186,"",412,"",689,"",313,"",235,"",78,""
313,20230701,18447,S08000017,S37000006,Male,"",1413,"",29,"",101,"",140,"",261,"",464,"",201,"",183,"",34,""
314,20230701,18447,S08000017,S37000006,Female,"",1431,"",43,"",112,"",102,"",247,"",472,"",224,"",182,"",49,""
315,20230701,18447,S08000017,S37000006,All,d,2844,"",72,"",213,"",242,"",508,"",936,"",425,"",365,"",83,""
316,20230701,18451,S08000017,S37000006,Male,"",1483,"",61,"",117,"",144,"",290,"",451,"",223,"",156,"",41,""
317,20230701,18451,S08000017,S37000006,Female,"",1457,"",35,"",123,"",141,"",281,"",465,"",193,"",173,"",46,""
318,20230701,18451,S08000017,S37000006,All,d,2940,"",96,"",240,"",285,"",571,"",916,"",416,"",329,"",87,""
319,20230701,18560,S08000017,S37000006,Male,"",5779,"",205,"",566,"",580,"",1490,"",1653,"",743,"",417,"",125,""
320,20230701,18560,S08000017,S37000006,Female,"",6141,"",230,"",572,"",616,"",1584,"",1658,"",754,"",531,"",196,""
321,20230701,18560,S08000017,S37000006,All,d,11920,"",435,"",1138,"",1196,"",3074,"",3311,"",1497,"",948,"",321,""
322,20230701,18574,S08000017,S37000006,Male,"",1194,"",53,"",118,"",100,"",223,"",342,"",219,"",109,"",30,""
323,20230701,18574,S08000017,S37000006,Female,"",1280,"",49,"",118,"",118,"",257,"",403,"",183,"",116,"",36,""
324,20230701,18574,S08000017,S37000006,All,d,2474,"",102,"",236,"",218,"",480,"",745,"",402,"",225,"",66,""
325,20230701,18589,S08000017,S37000006,Male,"",1068,"",43,"",91,"",109,"",209,"",319,"",176,"",99,"",22,""
326,20230701,18589,S08000017,S37000006,Female,"",1072,"",50,"",108,"",111,"",212,"",330,"",141,"",96,"",24,""
327,20230701,18589,S08000017,S37000006,All,d,2140,"",93,"",199,"",220,"",421,"",649,"",317,"",195,"",46,""
328,20230701,18593,S08000017,S37000006,Male,"",2167,"",95,"",240,"",218,"",455,"",586,"",296,"",223,"",54,""
329,20230701,18593,S08000017,S37000006,Female,"",2301,"",74,"",228,"",217,"",479,"",635,"",318,"",241,"",109,""
330,20230701,18593,S08000017,S37000006,All,d,4468,"",169,"",468,"",435,"",934,"",1221,"",614,"",464,"",163,""
331,20230701,18611,S08000017,S37000006,Male,"",1600,"",45,"",127,"",140,"",289,"",476,"",293,"",180,"",50,""
332,20230701,18611,S08000017,S37000006,Female,"",1576,"",57,"",142,"",112,"",268,"",476,"",290,"",184,"",47,""
333,20230701,18611,S08000017,S37000006,All,d,3176,"",102,"",269,"",252,"",557,"",952,"",583,"",364,"",97,""
334,20230701,18625,S08000017,S37000006,Male,"",2197,"",65,"",223,"",215,"",449,"",614,"",341,"",243,"",47,""
335,20230701,18625,S08000017,S37000006,Female,"",2241,"",70,"",198,"",164,"",445,"",642,"",364,"",266,"",92,""
336,20230701,18625,S08000017,S37000006,All,d,4438,"",135,"",421,"",379,"",894,"",1256,"",705,"",509,"",139,""
337,20230701,18630,S08000017,S37000006,Male,"",2262,"",109,"",262,"",246,"",505,"",605,"",300,"",192,"",43,""
338,20230701,18630,S08000017,S37000006,Female,"",2243,"",107,"",221,"",244,"",488,"",618,"",307,"",192,"",66,""
339,20230701,18630,S08000017,S37000006,All,d,4505,"",216,"",483,"",490,"",993,"",1223,"",607,"",384,"",109,""
340,20230701,18644,S08000017,S37000006,Male,"",2204,"",82,"",253,"",237,"",552,"",597,"",254,"",162,"",67,""
341,20230701,18644,S08000017,S37000006,Female,"",2237,"",88,"",253,"",199,"",531,"",606,"",270,"",213,"",77,""
342,20230701,18644,S08000017,S37000006,All,d,4441,"",170,"",506,"",436,"",1083,"",1203,"",524,"",375,"",144,""
343,20230701,20004,S08000029,S37000032,Male,"",3077,"",81,"",321,"",298,"",679,"",915,"",400,"",290,"",93,""
344,20230701,20004,S08000029,S37000032,Female,"",3183,"",93,"",241,"",259,"",661,"",953,"",488,"",331,"",157,""
345,20230701,20004,S08000029,S37000032,All,d,6260,"",174,"",562,"",557,"",1340,"",1868,"",888,"",621,"",250,""
346,20230701,20057,S08000029,S37000032,Male,"",2751,"",98,"",272,"",268,"",553,"",829,"",402,"",256,"",73,""
347,20230701,20057,S08000029,S37000032,Female,"",2880,"",80,"",252,"",240,"",573,"",889,"",411,"",314,"",121,""
348,20230701,20057,S08000029,S37000032,All,d,5631,"",178,"",524,"",508,"",1126,"",1718,"",813,"",570,"",194,""
349,20230701,20108,S08000029,S37000032,Male,"",4235,"",238,"",511,"",438,"",1027,"",1214,"",478,"",273,"",56,""
350,20230701,20108,S08000029,S37000032,Female,"",4401,"",212,"",458,"",452,"",1116,"",1236,"",535,"",282,"",110,""
351,20230701,20108,S08000029,S37000032,All,d,8636,"",450,"",969,"",890,"",2143,"",2450,"",1013,"",555,"",166,""
352,20230701,20151,S08000029,S37000032,Male,"",2622,"",103,"",327,"",285,"",611,"",791,"",274,"",185,"",46,""
353,20230701,20151,S08000029,S37000032,Female,"",2807,"",95,"",321,"",297,"",628,"",838,"",327,"",227,"",74,""
354,20230701,20151,S08000029,S37000032,All,d,5429,"",198,"",648,"",582,"",1239,"",1629,"",601,"",412,"",120,""
355,20230701,20184,S08000029,S37000032,Male,"",941,"",39,"",102,"",79,"",221,"",278,"",129,"",75,"",18,""
356,20230701,20184,S08000029,S37000032,Female,"",928,"",45,"",89,"",74,"",223,"",253,"",140,"",69,"",35,""
357,20230701,20184,S08000029,S37000032,All,d,1869,"",84,"",191,"",153,"",444,"",531,"",269,"",144,"",53,""
